Name,Description,Organism
UW201555,UW201555_NC_056778_SEBASTES.MELANOSTICTUS.fa,Sebastes melanostictus
UW201556,UW201556_NC_056778_SEBASTES.MELANOSTICTUS.fa,Sebastes melanostictus
UW201557,UW201557_NC_056778_SEBASTES.MELANOSTICTUS.fa,Sebastes melanostictus
UW201561,UW201561_NC_056778_SEBASTES.MELANOSTICTUS.fa,Sebastes melanostictus
UW202495,UW202495_NC_056778_Sebastes.melanostictus.fa,Sebastes melanostictus
DQ678557,"Sebastes melanostomus voucher SWFSC129-66 D-loop, partial sequence; mitochondrial",Sebastes melanostomus
NC_082790,"Sebastes melanostomus voucher UW:152183 mitochondrion, complete genome",Sebastes melanostomus
OR482546,"Sebastes melanostomus voucher UW:152183 mitochondrion, complete genome",Sebastes melanostomus
UW114030,UW114030_NC_082790_Sebastes.melanostomus.fa,Sebastes melanostomus
UW153459,UW153459_NC_082790_SEBASTES.MELANOSTOMUS.fa,Sebastes melanostomus
UW155378,UW155378_NC_082790_SEBASTES.MELANOSTOMUS.fa,Sebastes melanostomus
UW155379,UW155379_NC_082790_SEBASTES.MELANOSTOMUS.fa,Sebastes melanostomus
UW155380,UW155380_NC_082790_SEBASTES.MELANOSTOMUS.fa,Sebastes melanostomus
UW201646,UW201646_NC_082790_SEBASTES.MELANOSTOMUS.fa,Sebastes melanostomus
DQ678558,"Sebastes mentella voucher SWFSC12-36 D-loop, partial sequence; mitochondrial",Sebastes mentella
DQ678560,"Sebastes miniatus voucher SWFSC159-72 D-loop, partial sequence; mitochondrial",Sebastes miniatus
NC_082765,"Sebastes miniatus voucher UW:114060 mitochondrion, complete genome",Sebastes miniatus
OR482519,"Sebastes miniatus voucher UW:114060 mitochondrion, complete genome",Sebastes miniatus
UW110465,UW110465_NC_082765_Sebastes.miniatus.fa,Sebastes miniatus
UW112763,UW112763_NC_082765_Sebastes.miniatus.fa,Sebastes miniatus
UW113143,UW113143_NC_082765_Sebastes.miniatus.fa,Sebastes miniatus
UW113147,UW113147_NC_082765_Sebastes.miniatus.fa,Sebastes miniatus
UW152316,UW152316_NC_082765_SEBASTES.MINIATUS.fa,Sebastes miniatus
UW158215,UW158215_NC_082765_SEBASTES.MINIATUS.fa,Sebastes miniatus
DQ678605,"Sebastes minor voucher FAKU83713 D-loop, partial sequence; mitochondrial",Sebastes minor
DQ678612,"Sebastes moseri voucher SIO95-33 D-loop, partial sequence; mitochondrial",Sebastes moseri
UW158214,UW158214_OP035099_Sebastes.moseri_mapped-Assembled,Sebastes moseri
UW158448,UW158448_OP035099_Sebastes.moseri_mapped-Assembled,Sebastes moseri
DQ678561,"Sebastes mystinus voucher SWFSC118-37 D-loop, partial sequence; mitochondrial",Sebastes mystinus
UW156300,UW156300_NC_082760_Sebastes.mystinus.fa,Sebastes mystinus
UW202929,UW202929_NC_082760_SEBASTES.MYSTINUS.fa,Sebastes mystinus
UW202942,UW202942_NC_082760_SEBASTES.MYSTINUS.fa,Sebastes mystinus
DQ678532,"Sebastes nebulosus voucher SWFSC151-60 D-loop, partial sequence; mitochondrial",Sebastes nebulosus
NC_082756,"Sebastes nebulosus voucher UW:112320 mitochondrion, complete genome",Sebastes nebulosus
OR482509,"Sebastes nebulosus voucher UW:112320 mitochondrion, complete genome",Sebastes nebulosus
DQ678562,"Sebastes nigrocinctus voucher SWFSC7-71 D-loop, partial sequence; mitochondrial",Sebastes nigrocinctus
MH378778,"Sebastes nigrocinctus isolate C0HA8AC mitochondrion, complete genome",Sebastes nigrocinctus
NC_039778,"Sebastes nigrocinctus isolate C0HA8AC mitochondrion, complete genome",Sebastes nigrocinctus
DQ678555,"Sebastes norvegicus voucher SWFSC12-24 D-loop, partial sequence; mitochondrial",Sebastes norvegicus
DQ678563,"Sebastes notius voucher SWFSC8-91 D-loop, partial sequence; mitochondrial",Sebastes notius
DQ678606,"Sebastes oblongus voucher FAKU130128 D-loop, partial sequence; mitochondrial",Sebastes oblongus
DQ678524,"Sebastes oculatus voucher SWFSC10-78 D-loop, partial sequence; mitochondrial",Sebastes oculatus
DQ678534,"Sebastes ovalis voucher SWFSC161-60 D-loop, partial sequence; mitochondrial",Sebastes ovalis
UW114056,UW114056_OP035099_Sebastes.ovalis.fa,Sebastes ovalis
UW119944,UW119944_OP035099_SEBASTES.OVALIS.fa,Sebastes ovalis
UW119945,UW119945_OP035099_SEBASTES.OVALIS.fa,Sebastes ovalis
UW119946,UW119946_OP035099_SEBASTES.OVALIS.fa,Sebastes ovalis
UW150598,UW150598_OP035099_Sebastes.ovalis.fa,Sebastes ovalis
UW152322,UW152322_OP035099_SEBASTES.OVALIS.fa,Sebastes ovalis
UW152323,UW152323_OP035099_SEBASTES.OVALIS.fa,Sebastes ovalis
DQ678596,"Sebastes owstoni voucher FAKU83264 D-loop, partial sequence; mitochondrial",Sebastes owstoni
DQ678593,"Sebastes pachycephalus voucher FAKU130088 D-loop, partial sequence; mitochondrial",Sebastes pachycephalus
DQ678565,"Sebastes paucispinis voucher SWFSC153-79 D-loop, partial sequence; mitochondrial",Sebastes paucispinis
NC_082779,"Sebastes paucispinis voucher UW:150011 mitochondrion, complete genome",Sebastes paucispinis
OR482533,"Sebastes paucispinis voucher UW:150011 mitochondrion, complete genome",Sebastes paucispinis
OR641537,"Sebastes paucispinis mitochondrion, complete genome",Sebastes paucispinis
OR641538,"Sebastes paucispinis mitochondrion, complete genome",Sebastes paucispinis
OR641539,"Sebastes paucispinis mitochondrion, complete genome",Sebastes paucispinis
OR641540,"Sebastes paucispinis mitochondrion, complete genome",Sebastes paucispinis
OR641541,"Sebastes paucispinis mitochondrion, complete genome",Sebastes paucispinis
UW113146,UW113146_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW113200,UW113200_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW114029,UW114029_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW117006,UW117006_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW150012,UW150012_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW150607,UW150607_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW150608,UW150608_NC_082779_Sebastes.paucispinis.fa,Sebastes paucispinis
UW152313,UW152313_NC_082779_SEBASTES.PAUCISPINIS.fa,Sebastes paucispinis
UW152315,UW152315_NC_082779_SEBASTES.PAUCISPINIS.fa,Sebastes paucispinis
DQ678607,"Sebastes peduncularis voucher SWFSC225-68 D-loop, partial sequence; mitochondrial",Sebastes peduncularis
DQ678566,"Sebastes phillipsi voucher SWFSC128-62 D-loop, partial sequence; mitochondrial",Sebastes phillipsi
DQ678567,"Sebastes pinniger voucher SWFSC76-19 D-loop, partial sequence; mitochondrial",Sebastes pinniger
NC_082766,"Sebastes pinniger voucher UW:114063 mitochondrion, complete genome",Sebastes pinniger
OP035173,"Sebastes pinniger voucher UW:114063 mitochondrion, complete genome",Sebastes pinniger
OR482520,"Sebastes pinniger voucher UW:114063 mitochondrion, complete genome",Sebastes pinniger
OR641542,"Sebastes pinniger mitochondrion, complete genome",Sebastes pinniger
OR641543,"Sebastes pinniger mitochondrion, complete genome",Sebastes pinniger
UW119943,UW119943_NC_082766_SEBASTES.PINNIGER.fa,Sebastes pinniger
UW153335,UW153335_NC_082766_SEBASTES.PINNIGER.fa,Sebastes pinniger
UW153337,UW153337_NC_082766_SEBASTES.PINNIGER.fa,Sebastes pinniger
UW155293,UW155293_NC_082766_SEBASTES.PINNIGER.fa,Sebastes pinniger
UW155416,UW155416_NC_082766_SEBASTES.PINNIGER.fa,Sebastes pinniger
DQ678615,"Sebastes polyspinis voucher SWFSC121-69 D-loop, partial sequence; mitochondrial",Sebastes polyspinis
NC_083047,"Sebastes polyspinis voucher UW:150635 mitochondrion, complete genome",Sebastes polyspinis
OR546208,"Sebastes polyspinis voucher UW:150635 mitochondrion, complete genome",Sebastes polyspinis
UW113251,UW113251_NC_083047_Sebastes.polyspinis.fa,Sebastes polyspinis
UW113252,UW113252_NC_083047_Sebastes.polyspinis.fa,Sebastes polyspinis
UW157693,UW157693-1_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
UW157693,UW157693-2_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
UW201603,UW201603_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
UW201604,UW201604_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
UW201605,UW201605_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
UW201606,UW201606_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
UW201607,UW201607_NC_083047_SEBASTES.POLYSPINIS.fa,Sebastes polyspinis
DQ678568,"Sebastes proriger voucher SWFSC89-65 D-loop, partial sequence; mitochondrial",Sebastes proriger
NC_082771,"Sebastes proriger voucher UW:118658 mitochondrion, complete genome",Sebastes proriger
OR482525,"Sebastes proriger voucher UW:118658 mitochondrion, complete genome",Sebastes proriger
OR641544,"Sebastes proriger mitochondrion, complete genome",Sebastes proriger
OR641545,"Sebastes proriger mitochondrion, complete genome",Sebastes proriger
UW048837,UW048837_NC_082771_Sebastes.proriger.fa,Sebastes proriger
UW049670,UW049670_NC_082771_Sebastes.proriger.fa,Sebastes proriger
UW114057,UW114057_NC_082771_Sebastes.proriger.fa,Sebastes proriger
UW119926,UW119926_NC_082771_SEBASTES.PRORIGER.fa,Sebastes proriger
DQ678533,"Sebastes rastrelliger voucher MA4 D-loop, partial sequence; mitochondrial",Sebastes rastrelliger
UW152176,UW152176_NC_082772_Sebastes.rastrelliger.fa,Sebastes rastrelliger
UW152177,UW152177_NC_082772_Sebastes.rastrelliger_mapped-Assembled,Sebastes rastrelliger
DQ678518,"Sebastes reedi voucher SWFSC74-11 D-loop, partial sequence; mitochondrial",Sebastes reedi
NC_082802,"Sebastes reedi voucher UW:158280 mitochondrion, complete genome",Sebastes reedi
OR482558,"Sebastes reedi voucher UW:158280 mitochondrion, complete genome",Sebastes reedi
OR641546,"Sebastes reedi mitochondrion, complete genome",Sebastes reedi
OR641547,"Sebastes reedi mitochondrion, complete genome",Sebastes reedi
UW201601,UW201601_NC_082802_SEBASTES.REEDI.fa,Sebastes reedi
UW202208,UW202208_NC_082802_SEBASTES.REEDI.fa,Sebastes reedi
DQ678569,"Sebastes rosaceus voucher SWFSC163-20 D-loop, partial sequence; mitochondrial",Sebastes rosaceus
NC_082791,"Sebastes rosaceus voucher UW:152331 mitochondrion, complete genome",Sebastes rosaceus
OR482547,"Sebastes rosaceus voucher UW:152331 mitochondrion, complete genome",Sebastes rosaceus
UW114046,UW114046_NC_082791_Sebastes.rosaceus.fa,Sebastes rosaceus
UW152339,UW152339_NC_082791_SEBASTES.ROSACEUS.fa,Sebastes rosaceus
UW152340,UW152340_NC_082791_SEBASTES.ROSACEUS.fa,Sebastes rosaceus
DQ678570,"Sebastes rosenblatti voucher SWFSC146-85 D-loop, partial sequence; mitochondrial",Sebastes rosenblatti
UW152188,UW152188_NC_082792_SEBASTES.ROSENBLATTI.fa,Sebastes rosenblatti
UW152338,UW152338_NC_082792_SEBASTES.ROSENBLATTI.fa,Sebastes rosenblatti
UW152343,UW152343_NC_082792_SEBASTES.ROSENBLATTI.fa,Sebastes rosenblatti
DQ678571,"Sebastes ruberrimus voucher SWFSC132-12 D-loop, partial sequence; mitochondrial",Sebastes ruberrimus
NC_085186,"Sebastes ruberrimus mitochondrion, complete genome",Sebastes ruberrimus
OR641496,"Sebastes ruberrimus mitochondrion, complete genome",Sebastes ruberrimus
OR641497,"Sebastes ruberrimus mitochondrion, complete genome",Sebastes ruberrimus
OR641498,"Sebastes ruberrimus mitochondrion, complete genome",Sebastes ruberrimus
OR641548,"Sebastes ruberrimus mitochondrion, complete genome",Sebastes ruberrimus
OR641549,"Sebastes ruberrimus mitochondrion, complete genome",Sebastes ruberrimus
UW110224,UW110224_NC_085186_Sebastes.ruberrimus.fa,Sebastes ruberrimus
UW114070,UW114070_NC_085186_Sebastes.ruberrimus.fa,Sebastes ruberrimus
UW119924,UW119924_NC_085186_Sebastes.ruberrimus.fa,Sebastes ruberrimus
DQ678572,"Sebastes rubrivinctus voucher SWFSC126-77 D-loop, partial sequence; mitochondrial",Sebastes rubrivinctus
UW155382,UW155382_NC_039777_SEBASTES.RUBRIVINCTUS.fa,Sebastes rubrivinctus
UW155391,UW155391_NC_039777_SEBASTES.rubrivinctus.fa,Sebastes rubrivinctus
UW155392,UW155392_NC_039777_SEBASTES.rubrivinctus.fa,Sebastes rubrivinctus
UW156309,UW156309_NC_039777_Sebastes.rubrivinctus.fa,Sebastes rubrivinctus
DQ678611,"Sebastes rufinanus voucher LT22 D-loop, partial sequence; mitochondrial",Sebastes rufinanus
DQ678573,"Sebastes rufus voucher SWFSC176-33 D-loop, partial sequence; mitochondrial",Sebastes rufus
UW114050,UW114050_OP035099_Sebastes.rufus_Assembled,Sebastes rufus
UW152189,UW152189_OP035099_Sebastes.rufus_mapped-Assembled,Sebastes rufus
UW152190,UW152190_OP035099_Sebastes.rufus_mapped-Assembled,Sebastes rufus
UW153310,UW153310_OP035099_Sebastes.rufus_mapped-Assembled,Sebastes rufus
DQ678535,"Sebastes saxicola voucher SWFSC181-43 D-loop, partial sequence; mitochondrial",Sebastes saxicola
DQ678536,"Sebastes saxicola voucher SWFSC128-83 D-loop, partial sequence; mitochondrial",Sebastes saxicola
NC_082759,"Sebastes saxicola voucher UW:114024 mitochondrion, complete genome",Sebastes saxicola
OR482513,"Sebastes saxicola voucher UW:114024 mitochondrion, complete genome",Sebastes saxicola
OR641550,"Sebastes saxicola mitochondrion, complete genome",Sebastes saxicola
OR641551,"Sebastes saxicola mitochondrion, complete genome",Sebastes saxicola
UW048790,UW048790_NC_082759_Sebastes.saxicola.fa,Sebastes saxicola
UW110464,UW110464_NC_082759_Sebastes.saxicola.fa,Sebastes saxicola
UW201230,UW201230_NC_082759_SEBASTES.SAXICOLA.fa,Sebastes saxicola
UW202809,UW202809_NC_082759_SEBASTES.SAXICOLA.fa,Sebastes saxicola
DQ678584,"Sebastes schlegelii voucher FAKU130219 D-loop, partial sequence; mitochondrial",Sebastes schlegelii
DQ678588,"Sebastes scythropus voucher FAKU81566 D-loop, partial sequence; mitochondrial",Sebastes scythropus
DQ678574,"Sebastes semicinctus voucher SWFSC155-99 D-loop, partial sequence; mitochondrial",Sebastes semicinctus
UW049112,UW049112_NC_082759_Sebastes.semicinctus.fa,Sebastes semicinctus
UW049113,UW049113_NC_082759_Sebastes.semicinctus.fa,Sebastes semicinctus
UW114023,UW114023_NC_082759_Sebastes.semicinctus.fa,Sebastes semicinctus
ABLG11660,"Sebastes serranoides mitochondrial DNA, D-loop, partial sequence, specimen_voucher: ABLG11660",Sebastes serranoides
DQ678575,"Sebastes serranoides voucher SWFSC147-84 D-loop, partial sequence; mitochondrial",Sebastes serranoides
DQ678576,"Sebastes serriceps voucher SWFSC153-60 D-loop, partial sequence; mitochondrial",Sebastes serriceps
UW114031,UW114031_NC_039777_Sebastes.serriceps_Assembled,Sebastes serriceps
UW202935,UW202935_NC_039777_Sebastes.serriceps_mapped-Assembled,Sebastes serriceps
DQ678610,"Sebastes simulator voucher SWFSC187-15 D-loop, partial sequence; mitochondrial",Sebastes simulator
UW114049,UW114049_OP035238_Sebastes.simulator.fa,Sebastes simulator
UW159881,UW159881_OP035238_SEBASTES.SIMULATOR.fa,Sebastes simulator
UW159882,UW159882_OP035238_SEBASTES.SIMULATOR.fa,Sebastes simulator
DQ678614,"Sebastes sinensis voucher SWFSC225-80 D-loop, partial sequence; mitochondrial",Sebastes sinensis
DQ678577,"Sebastes spinorbis voucher SWFSC144-68 D-loop, partial sequence; mitochondrial",Sebastes spinorbis
DQ678587,"Sebastes steindachneri voucher FAKU83715 D-loop, partial sequence; mitochondrial",Sebastes steindachneri
DQ678597,"Sebastes taczanowskii voucher SWFSC14-57 D-loop, partial sequence; mitochondrial",Sebastes taczanowskii
DQ678585,"Sebastes thompsoni voucher FAKU130111 D-loop, partial sequence; mitochondrial",Sebastes thompsoni
DQ678595,"Sebastes trivittatus voucher SIO0391 D-loop, partial sequence; mitochondrial",Sebastes trivittatus
DQ678578,"Sebastes umbrosus voucher SWFSC153-62 D-loop, partial sequence; mitochondrial",Sebastes umbrosus
UW114032,UW114032_CM026822_Sebastes.umbrosus.fa,Sebastes umbrosus
UW150015,UW150015_CM026822_Sebastes.umbrosus.fa,Sebastes umbrosus
UW150016,UW150016_CM026822_Sebastes.umbrosus.fa,Sebastes umbrosus
UW156308,UW156308_CM026822_Sebastes.umbrosus.fa,Sebastes umbrosus
AB778921,"Sebastes variabilis mitochondrial DNA, D-loop, partial sequence, specimen_voucher: NSMT:P76226",Sebastes variabilis
ABLG31127,ABLG31127_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
ABLG31130,ABLG31130_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
ABLG31137,ABLG31137_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
ABLG31157,ABLG31157_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
ABLG31174,ABLG31147_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
ABLG31202,ABLG31202_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
ABLG31214,ABLG31214_AB778921_Sebastes_variabilis_D-loop,Sebastes variabilis
NC_060711,"Sebastes variabilis isolate 267107 mitochondrion, complete genome",Sebastes variabilis
OK048742,"Sebastes variabilis isolate 267107 mitochondrion, complete genome",Sebastes variabilis
DQ678579,"Sebastes variegatus voucher SWFSC173-8 D-loop, partial sequence; mitochondrial",Sebastes variegatus
NC_082788,"Sebastes variegatus voucher UW:151401 mitochondrion, complete genome",Sebastes variegatus
OR482544,"Sebastes variegatus voucher UW:151401 mitochondrion, complete genome",Sebastes variegatus
OR641552,"Sebastes variegatus mitochondrion, complete genome",Sebastes variegatus
OR641553,"Sebastes variegatus mitochondrion, complete genome",Sebastes variegatus
UW159883,UW159883_NC_082788_SEBASTES.VARIEGATUS.fa,Sebastes variegatus
DQ678580,"Sebastes viviparus voucher SWFSC35-88 D-loop, partial sequence; mitochondrial",Sebastes viviparus
DQ678581,"Sebastes vulpes voucher FAKU130099 D-loop, partial sequence; mitochondrial",Sebastes vulpes
DQ678582,"Sebastes wilsoni voucher SWFSC174-76 D-loop, partial sequence; mitochondrial",Sebastes wilsoni
NC_082762,"Sebastes wilsoni voucher UW:114041 mitochondrion, complete genome",Sebastes wilsoni
OR482516,"Sebastes wilsoni voucher UW:114041 mitochondrion, complete genome",Sebastes wilsoni
UW119949,UW119949_NC_082762_SEBASTES.WILSONI.fa,Sebastes wilsoni
UW153448,UW153448_NC_082762_SEBASTES.WILSONI.fa,Sebastes wilsoni
DQ678583,"Sebastes zacentrus voucher SWFSC20-99 D-loop, partial sequence; mitochondrial",Sebastes zacentrus
NC_082763,"Sebastes zacentrus voucher UW:114054 mitochondrion, complete genome",Sebastes zacentrus
OR482517,"Sebastes zacentrus voucher UW:114054 mitochondrion, complete genome",Sebastes zacentrus
OR641499,"Sebastes zacentrus mitochondrion, complete genome",Sebastes zacentrus
OR641554,"Sebastes zacentrus mitochondrion, complete genome",Sebastes zacentrus
DQ678619,"Sebastiscus marmoratus voucher SWFSC112-51 D-loop, partial sequence; mitochondrial",Sebastiscus marmoratus
DQ678603,"Sebastolobus alascanus voucher IIF10 D-loop, partial sequence; mitochondrial",Sebastolobus alascanus
NC_082820,"Sebastolobus alascanus voucher UW:49115 mitochondrion, complete genome",Sebastolobus alascanus
OR482578,"Sebastolobus alascanus voucher UW:49115 mitochondrion, complete genome",Sebastolobus alascanus
OR641556,"Sebastolobus alascanus mitochondrion, complete genome",Sebastolobus alascanus
OR641557,"Sebastolobus alascanus mitochondrion, complete genome",Sebastolobus alascanus
OR641559,"Sebastolobus alascanus mitochondrion, complete genome",Sebastolobus alascanus
UW201647,UW201647.NC_082820.SEBASTOLOBUS.ALASCANUS.fa,Sebastolobus alascanus
UW202205,UW202205.NC_082820.SEBASTOLOBUS.ALASCANUS.fa,Sebastolobus alascanus
AB090386.1,"Sebastolobus macrochir mitochondrial genes for cytochrome b, tRNA-Thr, tRNA-Pro, D-loop, tRNA-Phe, 12S rRNA, partial cds and complete and partial sequences",Sebastolobus macrochir
AB114906.1,"Sebastolobus macrochir mitochondrial cytb gene for cytochrome b, complete cds, and tRNA-Thr, tRNA-Pro, D-loop sequences",Sebastolobus macrochir
NC_082781,"Sebastolobus macrochir voucher UW:150626 mitochondrion, complete genome",Sebastolobus macrochir
